procedimiento_numero,procedimiento_nombre,numero_obra,uoc_codigo,uoc_descripcion,organismo_codigo_saf,organismo_nombre,expediente_procedimiento_numero,renglon_numero,renglon_descripcion,oferente_cuit,oferente_razon_social,oferente_ute_si_no,alternativa_numero,oferta_monto,presupuesto_oficial_renglon_monto,evaluada_si_no,desestimada_si_no,orden_merito
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10505,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-69639421-7,CONSTRUMEX S.A.,No,239290,2396721407.12,20374279999.99,Pendiente,Aceptada,4
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10505,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-70910712-3,POSE SA,No,239490,1617368245.11,20374279999.99,Pendiente,Aceptada,1
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10505,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-70910712-3,POSE SA,No,239490,2604012555.74,20374279999.99,Pendiente,Aceptada,1
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10505,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-70910712-3,POSE SA,No,239490,2141709057.82,20374279999.99,Pendiente,Aceptada,1
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10505,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-70910712-3,POSE SA,No,239490,1618433428.09,20374279999.99,Pendiente,Aceptada,2
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10505,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-70910712-3,POSE SA,No,239490,2249157367.19,20374279999.99,Pendiente,Aceptada,5
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10505,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-70910712-3,POSE SA,No,239490,2237309903.43,20374279999.99,Pendiente,Aceptada,2
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10505,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-70910712-3,POSE SA,No,239490,1572152803.28,20374279999.99,Pendiente,Aceptada,3
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10505,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-64008725-7,TEXIMCO SA,Si,240160,1660224378.41,20374279999.99,Pendiente,Aceptada,3
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10618,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-64008725-7,TEXIMCO SA,Si,240160,2943386288.86,20374279999.99,Pendiente,Aceptada,4
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10618,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-64008725-7,TEXIMCO SA,Si,240160,1582844067.12,20374279999.99,Pendiente,Aceptada,5
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10618,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-64008725-7,TEXIMCO SA,Si,240160,2462871001.87,20374279999.99,Pendiente,Aceptada,3
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10618,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-64008725-7,TEXIMCO SA,Si,240160,2205319536.07,20374279999.99,Pendiente,Aceptada,1
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10618,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-64008725-7,TEXIMCO SA,Si,240160,1573148698.89,20374279999.99,Pendiente,Aceptada,4
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10505,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-60867483-3,MARCALBA S.A.,No,239520,2153174460.17,20374279999.99,Pendiente,Aceptada,1
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10505,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-60867483-3,MARCALBA S.A.,No,239520,1595924621.10,20374279999.99,Pendiente,Aceptada,6
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10505,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-60867483-3,MARCALBA S.A.,No,239520,1934029699.01,20374279999.99,Pendiente,Aceptada,5
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10505,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-60867483-3,MARCALBA S.A.,No,239520,2875297548.99,20374279999.99,Pendiente,Aceptada,3
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10505,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-60867483-3,MARCALBA S.A.,No,239520,1608533411.91,20374279999.99,Pendiente,Aceptada,6
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10505,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-60867483-3,MARCALBA S.A.,No,239520,2432334444.50,20374279999.99,Pendiente,Aceptada,2
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10505,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-60867483-3,MARCALBA S.A.,No,239520,2343252807.94,20374279999.99,Pendiente,Aceptada,3
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10505,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-70743189-6,ALTOTE S.A.,No,239750,1670877087.32,20374279999.99,Pendiente,Aceptada,4
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10505,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-70743189-6,ALTOTE S.A.,No,239750,1611670514.36,20374279999.99,Pendiente,Aceptada,1
501-0011-LPU21,Programa MAS - Etapa II,501-0002-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,10505,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-70743189-6,ALTOTE S.A.,No,239750,1450296737.51,20374279999.99,Pendiente,Aceptada,2
501-0011-LPU22,IMPERMEABILIZACIÓN Y TRATAMIENTO DE FACHADAS - HOSPITAL DE PEDIATRÍA PROF. DR. JUAN P. GARRAHAN,501-0013-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13028,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,30-67730386-3,Miavasa SA,No,263650,284691267.86,206274455.15,Pendiente,Aceptada,1
501-0011-LPU22,IMPERMEABILIZACIÓN Y TRATAMIENTO DE FACHADAS - HOSPITAL DE PEDIATRÍA PROF. DR. JUAN P. GARRAHAN,501-0013-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13028,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,30-70797785-6,NORBERTO SPINELLI SRL,No,,251525015.04,206274455.15,Pendiente,Aceptada,
501-0011-LPU22,IMPERMEABILIZACIÓN Y TRATAMIENTO DE FACHADAS - HOSPITAL DE PEDIATRÍA PROF. DR. JUAN P. GARRAHAN,501-0013-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13028,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,30-71030430-7,Lymba Sa,No,,210052040.93,206274455.15,Pendiente,Aceptada,
501-0013-LPU21,Reforma Sanitarios - Hospital POSADAS.,501-0005-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,11935,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,30-70852809-5,IPEXCOM S.A.,No,263920,372577652.19,373467321.74,Pendiente,Aceptada,1
501-0013-LPU21,Reforma Sanitarios - Hospital POSADAS.,501-0005-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,11935,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,30-71030430-7,Lymba Sa,No,,598076831.09,373467321.74,Pendiente,Aceptada,
501-0013-LPU22,LHN CCD Faro de Punta Mogotes,501-0006-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,12008,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,30-64008725-7,TEXIMCO SA,No,274830,83801683.43,54224818.25,Pendiente,Aceptada,1
501-0017-LPU22,CONSERVACIÓN Y RESTAURACIÓN DEL EDIFICIO PARA LA NUEVA SEDE INSTITUCIONAL UNAB,501-0010-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13032,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,30-71502444-2,Seo Construcciones s.r.l.,No,275190,523539051.54,438318544.03,Pendiente,Aceptada,1
501-0019-LPU21,EX BIBLIOTECA NACIONAL,501-0001-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,11702,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,30-61187485-1,CONSULPER S.A.,No,251550,230544386.28,189170412.31,Pendiente,Aceptada,1
501-0020-LPU21,MHN Hotel N° 4 U.T. Chapadmalal,501-0003-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,11723,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,30-64008725-7,TEXIMCO SA,No,252040,1159695256.39,976949699.69,Pendiente,Aceptada,1
501-0020-LPU21,MHN Hotel N° 4 U.T. Chapadmalal,501-0003-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,11723,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,30-50224539-9,ESUCO S.A.,No,,1552388052.48,976949699.69,Pendiente,Aceptada,
501-0020-LPU21,MHN Hotel N° 4 U.T. Chapadmalal,501-0003-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,11723,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,30-70339866-5,SADIC S.A.,No,,1330030456.81,976949699.69,Pendiente,Aceptada,
501-0023-LPU22,MUSEO HISTÓRICO SARMIENTO. Nuevo espacio gastronómico y jardines,501-0007-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,12007,4.2.1-7003.33,CONST. CIVIL PRIVADA; DESCRIPCION: CONSTRUCCION DE LOCAL,30-71502444-2,Seo Construcciones s.r.l.,No,274690,122915264.84,100813448.50,Pendiente,Aceptada,1
501-0026-LPU22,Ex CCDTyE CAMPO DE MAYO. Espacio de Memoria y Promoción de los DDHH,501-0002-OBR23,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13133,4.2.1-7003.33,CONST. CIVIL PRIVADA; DESCRIPCION: CONSTRUCCION DE LOCAL,30-58156762-2,COCIVIAL S.A.,No,276410,2197901808.81,1174026021.55,Pendiente,Aceptada,1
501-0026-LPU22,Ex CCDTyE CAMPO DE MAYO. Espacio de Memoria y Promoción de los DDHH,501-0002-OBR23,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13133,4.2.1-7003.33,CONST. CIVIL PRIVADA; DESCRIPCION: CONSTRUCCION DE LOCAL,30-60506247-0,CENTRO CONSTRUCCIONES S.A.,No,,3192348106.59,1174026021.55,Pendiente,Aceptada,
501-0026-LPU22,Ex CCDTyE CAMPO DE MAYO. Espacio de Memoria y Promoción de los DDHH,501-0002-OBR23,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13133,4.2.1-7003.33,CONST. CIVIL PRIVADA; DESCRIPCION: CONSTRUCCION DE LOCAL,30-64772754-5,SES S.A.,No,,1998993117.72,1174026021.55,Pendiente,Aceptada,
501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501-0008-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13025,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-70828836-1,"C&E CONSTRUCCIONES, S.A.",No,274850,3066825770.04,50000000000.00,Pendiente,Aceptada,1
501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501-0008-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13110,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-70828836-1,"C&E CONSTRUCCIONES, S.A.",No,274850,7626353421.21,50000000000.00,Pendiente,Aceptada,
501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501-0008-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13027,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-70828836-1,"C&E CONSTRUCCIONES, S.A.",No,274850,928975624.64,50000000000.00,Pendiente,Aceptada,
501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501-0008-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13056,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-60506247-0,CENTRO CONSTRUCCIONES S.A.,No,274970,4582303988.28,50000000000.00,Pendiente,Aceptada,3
501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501-0008-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13056,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-60506247-0,CENTRO CONSTRUCCIONES S.A.,No,274970,4582303988.28,50000000000.00,Pendiente,Aceptada,4
501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501-0008-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13056,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-60506247-0,CENTRO CONSTRUCCIONES S.A.,No,274970,4582303988.28,50000000000.00,Pendiente,Aceptada,1
501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501-0008-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13056,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-59048752-6,COINGSA SA,Si,275600,5269529344.63,50000000000.00,Pendiente,Aceptada,5
501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501-0008-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13056,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-59048752-6,COINGSA SA,Si,275600,9777399445.57,50000000000.00,Pendiente,Aceptada,3
501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501-0008-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13056,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-59048752-6,COINGSA SA,Si,275600,13163171292.05,50000000000.00,Pendiente,Aceptada,1
501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501-0008-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13025,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-69639421-7,CONSTRUMEX S.A.,No,274840,4429707840.97,50000000000.00,Pendiente,Aceptada,7
501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501-0008-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13025,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-69639421-7,CONSTRUMEX S.A.,No,274840,10546692740.63,50000000000.00,Pendiente,Aceptada,6
501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501-0008-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13025,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-69639421-7,CONSTRUMEX S.A.,No,274840,8994596374.01,50000000000.00,Pendiente,Aceptada,5
501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501-0008-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13025,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-69639421-7,CONSTRUMEX S.A.,No,274840,9400323786.73,50000000000.00,Pendiente,Aceptada,5
501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501-0008-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13025,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-69639421-7,CONSTRUMEX S.A.,No,274840,9579482085.66,50000000000.00,Pendiente,Aceptada,4
501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501-0008-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13025,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-69639421-7,CONSTRUMEX S.A.,No,274840,10705563867.54,50000000000.00,Pendiente,Aceptada,3
501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501-0008-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13025,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-60867483-3,MARCALBA S.A.,No,274720,3168349939.36,50000000000.00,Pendiente,Aceptada,8
501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501-0008-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13055,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-60867483-3,MARCALBA S.A.,No,274720,6531274438.79,50000000000.00,Pendiente,Aceptada,7
501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501-0008-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13055,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-60867483-3,MARCALBA S.A.,No,274720,802104831.31,50000000000.00,Pendiente,Aceptada,6
501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501-0008-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13055,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-60867483-3,MARCALBA S.A.,No,274720,8274614035.22,50000000000.00,Pendiente,Aceptada,3
501-0031-LPU22,"MAS Etapa III CONSTRUCCIÓN Y REHABILITACIÓN DE CORREDORES URBANOS EN EL GRAN BUENOS AIRES"".""",501-0008-OBR22,501/000,501/000-Ministerio de Obras Públicas,364,501/000-Ministerio de Obras Públicas,13056,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-60867483-3,MARCALBA S.A.,No,274720,8622742573.85,50000000000.00,Pendiente,Aceptada,3
