contrato_numero,contrato_numero_gedo,procedimiento_numero,procedimiento_nombre,uoc_codigo,uoc_descripcion,organismo_codigo_saf,organismo_nombre,expediente_procedimiento_numero,numero_obra,nombre_obra,contrato_perfeccionamiento_fecha,contratista_cuit,contratista_razon_social,contratista_ute_si_no,contrato_monto,contrato_moneda,funcionario_contratante_nombre,funcionario_contratante_cargo
46/8-1277-CON20,,46/8-0086-LPU19,R.N. Nº 141; TRAMO: CHEPES - LTE. LA RIOJA/SAN JUAN; BACHEO SUPERFICIAL,46/08,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,EX-2020-62972666-   -APN-DLR#DNV,46/8-0007-OBR20,R.N. No 141; TRAMO: CHEPES - LTE. LA RIOJA/SAN JUAN; BACHEO SUPERFICIAL,2020-10-07T00:00:00,30-50509809-5,Paolini Hnos S.A,NO,30333152.18,ARS,JUAN MANUEL TOLEDO,Jefe de compras
46/8-1625-CON19,,46/8-0086-LPU19,R.N. Nº 141; TRAMO: CHEPES - LTE. LA RIOJA/SAN JUAN; BACHEO SUPERFICIAL,46/08,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,EX-2020-00483170-   -APN-DLR#DNV,46/8-0007-OBR20,R.N. No 141; TRAMO: CHEPES - LTE. LA RIOJA/SAN JUAN; BACHEO SUPERFICIAL,,30-50509809-5,Paolini Hnos S.A,NO,30333152.18,ARS,,
46/8-1287-CON20,,46/8-0095-LPU19,R.N. Nº 79; TRAMO: EMP. R.N. 38  LTE. LA RIOJA/CATAMARCA; BACHEO SUPERFICIAL,46/08,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,EX-2020-62974338-   -APN-DLR#DNV,46/8-0005-OBR20,R.N. No 79; TRAMO: EMP. R.N. 38 ? LTE. LA RIOJA/CATAMARCA; BACHEO SUPERFICIAL,2020-09-30T00:00:00,30-50509809-5,Paolini Hnos S.A,NO,32205812.89,ARS,JUAN MANUEL TOLEDO,Jefe de compras
46/8-1156-CON20,,46/8-0095-LPU19,R.N. Nº 79; TRAMO: EMP. R.N. 38  LTE. LA RIOJA/CATAMARCA; BACHEO SUPERFICIAL,46/08,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,EX-2020-32013627-   -APN-DLR#DNV,46/8-0005-OBR20,R.N. No 79; TRAMO: EMP. R.N. 38 ? LTE. LA RIOJA/CATAMARCA; BACHEO SUPERFICIAL,,30-50509809-5,Paolini Hnos S.A,NO,32205812.89,ARS,,
46/9-1366-CON21,,46/9-0028-LPU21,"Demolición y reconstrucción de alcantarilla, mejoramiento de cauce y obras complementarias.-",46/09,46/09 - 9° San Juan - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-78492816-   -APN-DNV#MOP,46/9-0014-OBR21,"Demolición y reconstrucción de alcantarilla, mejoramiento de cauce y obras complementarias.-",2021-09-02T00:00:00,30-58755778-5,MAPAL S.A.C.I.A.,NO,47813065.76,ARS,JORGE RAFAEL DANTE DEIANA,Jefe de Departamento
46-0456-CON22,,46-0001-LPU22,OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - RUTA NACIONAL N° 188,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-116886081-   -APN-DBA#DNV,46-0046-OBR22,OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - RUTA NACIONAL No 188,2022-11-02T00:00:00,30-56734850-0,LUCIANO S.A.,NO,353922866.55,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0465-CON22,,46-0002-LPU22,"REPAVIMENTACIÓN R.N. N° 226, REPAVIMENTACIÓN Y RUTA SEGURA R.N. N°3. PROVINCIA DE BUENOS AIRES.",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-114394888-   -APN-DBA#DNV,46-0001-OBR23,"REPAVIMENTACIÓN R.N. No 226, REPAVIMENTACIÓN Y RUTA SEGURA R.N. No3. PROVINCIA DE BUENOS AIRES.",2023-02-01T00:00:00,30-50463589-5,CONSTRUCTORA DOS ARROYOS S.A.,NO,1567000176.05,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-1278-CON20,,46-0004-LPU19,PROYECTO: RUTA NACIONAL N° 12.  ACCESO PARANÁ  SAN BENITO POR AUTOPISTA.  OBRA: VINCULACIÓN RUTA NACIONAL N° 12 CON AV. CIRCUNVALACIÓN DE PARANÁ.  RUTA NACIONAL N° 12.  TRAMO: PUENTE S/ A° SAUCESITO  AV. ALMAFUERTE.  PROVINCIA DE ENTRE RÍOS.,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2020-62574237-   -APN-DER#DNV,46-0003-OBR20,PROYECTO: RUTA NACIONAL No 12.  ACCESO PARANæ ? SAN BENITO POR AUTOPISTA.  OBRA: VINCULACIÓN RUTA NACIONAL No 12 CON AV. CIRCUNVALACIÓN DE PARANæ.  RUTA NACIONAL No 12.  TRAMO: PUENTE S/ A SAUCESITO ? AV. ALMAFUERTE.  PROVINCIA DE ENTRE RIOS.,2020-09-18T00:00:00,33-51629418-9,DYCASA Sociedad An½nima,NO,1135079749.13,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0426-CON22,,46-0004-LPU22,DUPLICACIÓN DE CALZADA RUTA NACIONAL N° 34 - Tramo: VARIANTE DE RAFAELA - EMP. RUTA PROVINCIAL N°13,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-97683759-   -APN-DSF#DNV,46-0049-OBR22,DUPLICACIÓN DE CALZADA RUTA NACIONAL No 34 - Tramo: VARIANTE DE RAFAELA - EMP. RUTA PROVINCIAL No13,2022-11-11T00:00:00,30-50487767-8,DECAVIAL SAICAC,NO,6695298741.89,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0415-CON22,,46-0005-LPU22,"REPAVIMENTACIÓN AU. EZEIZA - CAÑUELAS TRAMO KM 49,4 - KM 58,856",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-77910542-   -APN-DBA#DNV,46-0039-OBR22,"REPAVIMENTACIÓN AU. EZEIZA - CAñUELAS TRAMO KM 49,4 - KM 58,856",2022-08-19T00:00:00,30-70910712-3,POSE SA,NO,115906837.26,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0144-CON23,,46-0006-LPU22,OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - RUTA NACIONAL N° 205 y RUTA NACIONAL N° 226,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-10412483-   -APN-DBA#DNV,46-0007-OBR23,OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - RUTA NACIONAL No 205 y RUTA NACIONAL No 226,2023-02-09T00:00:00,30-59048752-6,COINGSA SA,NO,1169974397.13,ARS,PABLO CAFFARO,Coordinador
46-0655-CON22,,46-0006-LPU22,OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - RUTA NACIONAL N° 205 y RUTA NACIONAL N° 226,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-02399074-   -APN-LYC#DNV,46-0007-OBR23,OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - RUTA NACIONAL No 205 y RUTA NACIONAL No 226,,30-59048752-6,COINGSA SA,NO,1169974397.13,ARS,,
46-0155-CON23,,46-0008-LPU22,"CONSTRUCCIÓN DE PAQUETE ESTRUCTURAL Y BANQUINAS, OBRAS DE ENCAUCE, DEFENSAS Y DISIPADORES",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-02487019-   -APN-LYC#DNV,,,,30-71079146-1,TRANSREDES SA,NO,622258193.36,ARS,,
46-0627-CON22,,46-0008-LPU22,"CONSTRUCCIÓN DE PAQUETE ESTRUCTURAL Y BANQUINAS, OBRAS DE ENCAUCE, DEFENSAS Y DISIPADORES",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-02487019-   -APN-LYC#DNV,,,,30-71079146-1,TRANSREDES SA,NO,622258193.36,ARS,,
46-1394-CON21,,46-0012-LPU21,OBRA: CONSERVACIÓN MEJORATIVA - BACHEO Y CONSTRUCCIÓN DE CARPETA  CON MEZCLA ASFÁLTICA EN CALIENTE -,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-87977867-   -APN-DSCR#DNV,46-0019-OBR21,OBRA: CONSERVACIÓN MEJORATIVA - BACHEO Y CONSTRUCCIÓN DE CARPETA  CON MEZCLA ASFæLTICA EN CALIENTE -,2021-09-22T00:00:00,30-59865201-1,CPC S.A.,NO,42747033.58,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-1551-CON21,,46-0020-LPU21,"Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red Vial",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-110699102-   -APN-DBA#DNV,46-0028-OBR21,"Obras de Seguridad Vial, SeÏalamiento Horizontal, Vertical y Elementos de Seguridad en la Red Vial",2021-11-18T00:00:00,30-51713690-1,Linotol Argentina SACCIF,NO,175572622.66,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0133-CON22,,46-0025-LPU21,"OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR, Ruta Nacional N°188 Tramo: Junín - Gral Villegas",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-13650433-   -APN-DBA#DNV,46-0009-OBR22,"OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR, Ruta Nacional No188 Tramo: Jun­n - Gral Villegas",2022-03-02T00:00:00,30-50224539-9,ESUCO S.A.,NO,381853914.85,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-1549-CON21,,46-0025-LPU21,"OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR, Ruta Nacional N°188 Tramo: Junín - Gral Villegas",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-12687113-   -APN-DBA#DNV,46-0009-OBR22,"OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR, Ruta Nacional No188 Tramo: Jun­n - Gral Villegas",,30-50224539-9,ESUCO S.A.,NO,381853914.85,ARS,,
46-0461-CON22,,46-0025-LPU22,OBRA: DISTRIBUIDOR ACCESO A JUAN ANCHORENA  RUTA NACIONAL N°8 AUTOPISTA PILAR - PERGAMINO,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-112819900-   -APN-DBA#DNV,46-0052-OBR22,OBRA: DISTRIBUIDOR ACCESO A JUAN ANCHORENA ? RUTA NACIONAL No8 AUTOPISTA PILAR - PERGAMINO,2022-11-18T00:00:00,30-57406653-7,Vialmani S.A.,NO,712834370.61,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0151-CON23,,46-0026-LPU22,"Ruta Nacional N° 8 Autopista: Pilar  Pergamino, Tramo: IIB, en la Provincia de Buenos Aires.",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-14749391-   -APN-DBA#DNV,46-0017-OBR23,"Ruta Nacional No 8 Autopista: Pilar ? Pergamino, Tramo: IIB, en la Provincia de Buenos Aires.",2023-02-24T00:00:00,30-57406653-7,Vialmani S.A.,NO,841409638.52,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0008-CON23,,46-0026-LPU22,"Ruta Nacional N° 8 Autopista: Pilar  Pergamino, Tramo: IIB, en la Provincia de Buenos Aires.",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-07459484-   -APN-DBA#DNV,46-0017-OBR23,"Ruta Nacional No 8 Autopista: Pilar ? Pergamino, Tramo: IIB, en la Provincia de Buenos Aires.",,30-57406653-7,Vialmani S.A.,NO,841409638.52,ARS,,
46-0626-CON22,,46-0026-LPU22,"Ruta Nacional N° 8 Autopista: Pilar  Pergamino, Tramo: IIB, en la Provincia de Buenos Aires.",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-05019134-   -APN-DBA#DNV,46-0017-OBR23,"Ruta Nacional No 8 Autopista: Pilar ? Pergamino, Tramo: IIB, en la Provincia de Buenos Aires.",,30-57406653-7,Vialmani S.A.,NO,841409638.52,ARS,,
46-1547-CON21,,46-0032-LPU21,OBRA: CONSERVACIÓN MEJORATIVA - BACHEO Y EJECUCIÓN DE CARPETA CON MEZCLA ASFÁLTICA EN CALIENTE,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-117676089-   -APN-DTDF#DNV,46-0034-OBR21,OBRA: CONSERVACIÓN MEJORATIVA - BACHEO Y EJECUCIÓN DE CARPETA CON MEZCLA ASFæLTICA EN CALIENTE,2021-12-07T00:00:00,30-50463589-5,CONSTRUCTORA DOS ARROYOS S.A.,NO,299500184.02,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0150-CON23,,46-0036-LPU22,"REPAVIMENTACIÓN Y RUTA SEGURA EN RUTA NACIONAL N° 3, TRAMO: AZUL  CORONEL DORREGO",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-13739949-   -APN-DBA#DNV,46-0021-OBR23,"REPAVIMENTACIÓN Y RUTA SEGURA EN RUTA NACIONAL No 3, TRAMO: AZUL ? CORONEL DORREGO",2023-03-03T00:00:00,30-50501218-2,VIAL AGRO S.A.,NO,2682662424.33,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0646-CON22,,46-0036-LPU22,"REPAVIMENTACIÓN Y RUTA SEGURA EN RUTA NACIONAL N° 3, TRAMO: AZUL  CORONEL DORREGO",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-22426644-   -APN-LYC#DNV,46-0021-OBR23,"REPAVIMENTACIÓN Y RUTA SEGURA EN RUTA NACIONAL No 3, TRAMO: AZUL ? CORONEL DORREGO",,30-50501218-2,VIAL AGRO S.A.,NO,2682662424.33,ARS,,
46-0164-CON23,,46-0037-LPU22,MEJORATIVA Y DE MANTENIMIENTO POR SISTEMA MODULAR EN RUTA NACIONAL Nº 3,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-23364662-   -APN-LYC#DNV,,,,30-71101956-8,PF COMPAñA CONSTRUCTORA SA,NO,1557722366.62,ARS,,
46-0001-CON23,,46-0038-LPU22,RUTA NACIONAL N° 136  ENTRE RÍOS,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-01032176-   -APN-DER#DNV,46-0003-OBR23,RUTA NACIONAL No 136 ? ENTRE RIOS,2023-02-06T00:00:00,30-69327676-0,CONCRET NOR S.A.,NO,2221880829.47,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0619-CON22,,46-0038-LPU22,RUTA NACIONAL N° 136  ENTRE RÍOS,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-01011520-   -APN-DER#DNV,46-0003-OBR23,RUTA NACIONAL No 136 ? ENTRE RIOS,,30-69327676-0,CONCRET NOR S.A.,NO,2221880829.47,ARS,,
46-0007-CON23,,46-0054-LPU22,"AUTOPISTA RUTA NACIONAL N°7. ADECUACIÓN TRAVESÍA URBANA DE JUNÍN. TRAMO, Km. 258  Km. 259,35.",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-07461782-   -APN-DBA#DNV,46-0004-OBR23,"AUTOPISTA RUTA NACIONAL No7. ADECUACIÓN TRAVESA URBANA DE JUNN. TRAMO, Km. 258 ? Km. 259,35.",2023-02-07T00:00:00,30-69530748-5,VIAL TEC SA,NO,3598797197.58,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0656-CON22,,46-0054-LPU22,"AUTOPISTA RUTA NACIONAL N°7. ADECUACIÓN TRAVESÍA URBANA DE JUNÍN. TRAMO, Km. 258  Km. 259,35.",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-05002462-   -APN-DBA#DNV,46-0004-OBR23,"AUTOPISTA RUTA NACIONAL No7. ADECUACIÓN TRAVESA URBANA DE JUNN. TRAMO, Km. 258 ? Km. 259,35.",,30-69530748-5,VIAL TEC SA,NO,3598797197.58,ARS,,
46-0615-CON22,,46-0055-LPU22,MALLA 405-A. RUTA NACIONAL N° 89,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-124967950-   -APN-DCHA#DNV,46-0019-OBR23,MALLA 405-A. RUTA NACIONAL No 89,2023-02-27T00:00:00,30-50487767-8,DECAVIAL SAICAC,NO,6448833252.18,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0004-CON23,,46-0058-LPU22,MALLA 508 - RUTA NACIONAL N° 95. PROVINCIA DEL CHACO.,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-27969263-   -APN-LYC#DNV,,,,30-50487767-8,DECAVIAL SAICAC,NO,747842753.69,ARS,,
46-1544-CON21,,46-0076-LPU20,"OBRA DE CONSERVACIÓN MEJORATIVA: FRESADO, BACHEO Y EJECUCIÓN DE CARPETA DE CONCRETO ASFÁLTICO MODIF""",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-112782332-   -APN-DNQ#DNV,46-0029-OBR21,"OBRA DE CONSERVACIÓN MEJORATIVA: FRESADO, BACHEO Y EJECUCIÓN DE CARPETA DE CONCRETO ASFæLTICO MODIF""",2021-11-23T00:00:00,30-51999331-3,CN SAPAG SOCIEDAD ANONIMA,NO,264000106.32,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0163-CON23,,46-0082-LPU22,OBRA: SISTEMA C.Re.Ma MALLA Nº 632.,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-37165742-   -APN-LYC#DNV,,,,30-51999331-3,CN SAPAG SOCIEDAD ANONIMA,NO,5765274821.65,ARS,,
46-0006-CON23,,46-0083-LPU22,REPAVIMENTACIÓN EN RN N° 3. TRAMO: CAÑUELAS  SAN MIGUEL DEL MONTE,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-05245945-   -APN-DBA#DNV,46-0010-OBR23,REPAVIMENTACIÓN EN RN No 3. TRAMO: CAñUELAS ? SAN MIGUEL DEL MONTE,2023-02-13T00:00:00,30-65083338-0,CONSTRUCCIONES INGEVIAL S.A.,NO,1652188015.39,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0638-CON22,,46-0083-LPU22,REPAVIMENTACIÓN EN RN N° 3. TRAMO: CAÑUELAS  SAN MIGUEL DEL MONTE,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2023-04992306-   -APN-DBA#DNV,46-0010-OBR23,REPAVIMENTACIÓN EN RN No 3. TRAMO: CAñUELAS ? SAN MIGUEL DEL MONTE,,30-65083338-0,CONSTRUCCIONES INGEVIAL S.A.,NO,1652188015.39,ARS,,
46-1410-CON21,,46-0084-LPU20,OBRA DE CONSERVACIÓN DE RUTINA - SISTEMA MODULAR - PROVINCIA DE RÍO NEGRO - RUTA NACIONAL N° 251,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-116526830-   -APN-DRN#DNV,46-0033-OBR21,OBRA DE CONSERVACIÓN DE RUTINA - SISTEMA MODULAR - PROVINCIA DE RO NEGRO - RUTA NACIONAL No 251,2021-12-07T00:00:00,30-71101956-8,PF COMPAñA CONSTRUCTORA SA,NO,371890473.33,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-1545-CON21,,46-0085-LPU20,OBRA DE CONSERVACIÓN MEJORATIVA. RUTA NACIONAL N° 25 - PROVINCIA DEL CHUBUT.,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-114410563-   -APN-DCHU#DNV,46-0032-OBR21,OBRA DE CONSERVACIÓN MEJORATIVA. RUTA NACIONAL No 25 - PROVINCIA DEL CHUBUT.,2021-12-01T00:00:00,30-51999331-3,CN SAPAG SOCIEDAD ANONIMA,NO,722162245.91,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0165-CON23,,46-0091-LPU22,CONSTRUCCION DE OBRA BASICA Y CARPETA CON MEZCLA ASFALTICA - RUTA NACIONAL N° 40,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-40078516-   -APN-LYC#DNV,,,,30-59865201-1,CPC S.A.,NO,5036339618.97,ARS,,
46-1409-CON21,,46-0092-LPU20,"OBRA: Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-100259739-   -APN-DBB#DNV,46-0026-OBR21,"OBRA: ?Obras de Seguridad Vial, SeÏalamiento Horizontal, Vertical y Elementos de Seguridad en la Red",2021-11-02T00:00:00,30-50208508-1,EQUIMAC S.A.C.I.F. e I.,NO,1891246726.88,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-1534-CON21,,46-0093-LPU20,"Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red Vial",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-105052874-   -APN-DNV#MOP,46-0024-OBR21,"Obras de Seguridad Vial, SeÏalamiento Horizontal, Vertical y Elementos de Seguridad en la Red Vial",2021-11-01T00:00:00,30-50491289-9,CLEANOSOL ARGENTINA S.A.I.C.F.I.,NO,1685682960.76,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-1531-CON21,,46-0094-LPU20,"Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red Vial",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-105047853-   -APN-DNV#MOP,46-0025-OBR21,"Obras de Seguridad Vial, SeÏalamiento Horizontal, Vertical y Elementos de Seguridad en la Red Vial",2021-11-01T00:00:00,33-53533351-9,FAICSA S.A.,NO,1751126363.97,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-1535-CON21,,46-0096-LPU20,"OBRAS DE SEGURIDAD VIAL, SEÑALAMIENTO HORIZONTAL, VERTICAL Y ELEMENTOS DE SEGURIDAD en la Red Vial",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2021-103126205-   -APN-DCBA#DNV,46-0027-OBR21,"OBRAS DE SEGURIDAD VIAL, SEñALAMIENTO HORIZONTAL, VERTICAL Y ELEMENTOS DE SEGURIDAD en la Red Vial",2021-11-02T00:00:00,30-65658271-1,VAWA SACICI,NO,1660146032.17,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0160-CON22,,46-0098-LPU21,OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - RUTA NACIONAL Nº 188.,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-26031588-   -APN-DBA#DNV,46-0030-OBR22,OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - RUTA NACIONAL No 188.,2022-07-20T00:00:00,30-50487767-8,DECAVIAL SAICAC,NO,787752707.86,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-1583-CON21,,46-0098-LPU21,OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - RUTA NACIONAL Nº 188.,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-09384356-   -APN-DBA#DNV,46-0030-OBR22,OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - RUTA NACIONAL No 188.,,30-50487767-8,DECAVIAL SAICAC,NO,787752707.86,ARS,,
46-0127-CON22,,46-0099-LPU20,OBRA DE CONSERVACIÓN MEJORATIVA - RUTA NACIONAL Nº 16 - PROVINCIA DE SALTA,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-61198675-   -APN-DS#DNV,46-0024-OBR22,OBRA DE CONSERVACIÓN MEJORATIVA - RUTA NACIONAL No 16 - PROVINCIA DE SALTA,2022-06-24T00:00:00,30-57406653-7,Vialmani S.A.,NO,275023541.08,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-1550-CON21,,46-0099-LPU20,OBRA DE CONSERVACIÓN MEJORATIVA - RUTA NACIONAL Nº 16 - PROVINCIA DE SALTA,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-10957213-   -APN-DBA#DNV,46-0024-OBR22,OBRA DE CONSERVACIÓN MEJORATIVA - RUTA NACIONAL No 16 - PROVINCIA DE SALTA,,30-57406653-7,Vialmani S.A.,NO,275023541.08,ARS,,
46-0194-CON22,,46-0099-LPU21,"RECICLADO DEL PAQUETE ESTRUCTURAL EXISTENTE, RESTITUCIÓN DE BASE Y CARPETA DE CONCRETO ASFÁLTICO",46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-41773659-   -APN-DSF#DNV,46-0021-OBR22,"Reciclado del paquete estructural existente, restitución de base y carpeta de concreto asfÿltico en caliente.",2022-06-15T00:00:00,30-68701088-0,NSTOR JULIO GUERECHET S.A.,NO,617960396.64,ARS,GUSTAVO HECTOR ARRIETA,Director General
46-0385-CON22,,46-0101-LPU20,OBRA DE CONSERVACIÓN MEJORATIVA - RUTA NACIONAL Nº 16 - PROVINCIA DE SALTA - TRAMO: JOAQUIN V. GONZA,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EX-2022-66848483-   -APN-DS#DNV,46-0031-OBR22,OBRA DE CONSERVACIÓN MEJORATIVA - RUTA NACIONAL No 16 - PROVINCIA DE SALTA - TRAMO: JOAQUIN V. GONZA,2022-07-21T00:00:00,30-53300416-0,LEMIRO PABLO PIETROBONI S.A.,NO,446967473.96,ARS,GUSTAVO HECTOR ARRIETA,Director General
